SalesOrderNumber	OrderDate	ResellerKey	EmployeeKey	SalesTerritoryKey
SO43854	Saturday, August 5, 2017	208	288	6
SO43856	Sunday, August 6, 2017	389	288	6
SO43857	Monday, August 7, 2017	533	288	6
SO43879	Monday, August 21, 2017	569	288	6
SO43886	Tuesday, August 22, 2017	317	288	6
SO43888	Tuesday, August 22, 2017	136	288	6
SO43891	Thursday, August 24, 2017	29	288	6
SO44077	Tuesday, September 5, 2017	173	288	6
SO44081	Wednesday, September 6, 2017	118	288	6
SO44084	Friday, September 8, 2017	551	288	6
SO44085	Friday, September 8, 2017	155	288	6
SO44094	Friday, September 15, 2017	172	288	6
SO44111	Friday, September 22, 2017	460	288	6
SO44282	Tuesday, October 3, 2017	442	288	6
SO44283	Thursday, October 5, 2017	227	288	6
SO44288	Sunday, October 8, 2017	514	288	6
SO44294	Wednesday, October 11, 2017	119	288	6
SO44295	Thursday, October 12, 2017	83	288	6
SO44484	Thursday, November 2, 2017	353	288	6
SO44495	Sunday, November 5, 2017	11	288	6
SO44496	Sunday, November 5, 2017	191	288	6
SO44499	Monday, November 6, 2017	389	288	6
SO44504	Tuesday, November 7, 2017	533	288	6
SO44525	Tuesday, November 14, 2017	569	288	6
SO44533	Wednesday, November 15, 2017	317	288	6
SO44535	Thursday, November 16, 2017	136	288	6
SO44537	Thursday, November 16, 2017	137	288	6
SO44542	Friday, November 17, 2017	29	288	6
SO44744	Wednesday, December 6, 2017	173	288	6
SO44745	Thursday, December 7, 2017	118	288	6
SO44746	Friday, December 8, 2017	47	288	6
SO44749	Sunday, December 10, 2017	155	288	6
SO44750	Sunday, December 10, 2017	678	288	6
SO44773	Thursday, December 21, 2017	460	288	6
SO45038	Monday, January 1, 2018	442	288	6
SO45039	Monday, January 1, 2018	227	288	6
SO45047	Monday, January 8, 2018	514	288	6
SO45052	Saturday, January 13, 2018	119	288	6
SO45054	Tuesday, January 16, 2018	83	288	6
SO45278	Monday, February 5, 2018	191	288	6
SO45282	Tuesday, February 6, 2018	389	288	6
SO45284	Wednesday, February 7, 2018	533	288	6
SO45305	Thursday, February 15, 2018	569	288	6
SO45310	Friday, February 16, 2018	335	288	6
SO45313	Saturday, February 17, 2018	317	288	6
SO45314	Saturday, February 17, 2018	136	288	6
SO45319	Sunday, February 18, 2018	29	288	6
SO45522	Sunday, March 4, 2018	173	288	6
SO45524	Monday, March 5, 2018	118	288	6
SO45527	Tuesday, March 6, 2018	155	288	6
SO45529	Wednesday, March 7, 2018	678	288	6
SO45537	Saturday, March 10, 2018	172	288	6
SO45552	Thursday, March 15, 2018	460	288	6
SO45780	Monday, April 2, 2018	442	288	6
SO45781	Tuesday, April 3, 2018	227	288	6
SO45786	Friday, April 6, 2018	514	288	6
SO45792	Monday, April 9, 2018	119	288	6
SO46024	Wednesday, May 2, 2018	353	288	6
SO46034	Friday, May 4, 2018	191	288	6
SO46035	Friday, May 4, 2018	11	288	6
SO46039	Monday, May 7, 2018	389	288	6
SO46044	Wednesday, May 9, 2018	533	288	6
SO46062	Thursday, May 17, 2018	569	288	6
SO46071	Saturday, May 19, 2018	317	288	6
SO46074	Sunday, May 20, 2018	136	288	6
SO46079	Tuesday, May 22, 2018	29	288	6
SO46326	Saturday, June 2, 2018	173	288	6
SO46330	Sunday, June 3, 2018	118	288	6
SO46332	Tuesday, June 5, 2018	47	288	6
SO46333	Tuesday, June 5, 2018	155	288	6
SO46359	Sunday, June 17, 2018	460	288	6
SO43850	Thursday, August 3, 2017	191	288	6
SO44497	Sunday, November 5, 2017	208	288	6
SO45279	Monday, February 5, 2018	208	288	6
SO45293	Saturday, February 10, 2018	478	288	6
SO46037	Saturday, May 5, 2018	208	288	6
SO46096	Sunday, May 27, 2018	532	288	6
SO43677	Sunday, July 16, 2017	679	284	6
SO43679	Tuesday, July 18, 2017	480	284	6
SO43855	Saturday, August 5, 2017	102	284	6
SO43880	Monday, August 21, 2017	336	284	6
SO43889	Wednesday, August 23, 2017	661	284	6
SO43890	Wednesday, August 23, 2017	354	284	6
SO44083	Thursday, September 7, 2017	631	284	6
SO44103	Tuesday, September 19, 2017	156	284	6
SO44298	Friday, October 13, 2017	679	284	6
SO44300	Monday, October 16, 2017	480	284	6
SO44485	Thursday, November 2, 2017	390	284	6
SO44490	Saturday, November 4, 2017	210	284	6
SO44498	Sunday, November 5, 2017	102	284	6
SO44526	Tuesday, November 14, 2017	336	284	6
SO44534	Wednesday, November 15, 2017	354	284	6
SO44539	Friday, November 17, 2017	661	284	6
SO44747	Sunday, December 10, 2017	631	284	6
SO44765	Monday, December 18, 2017	156	284	6
SO44774	Thursday, December 21, 2017	588	284	6
SO45057	Wednesday, January 17, 2018	679	284	6
SO45058	Wednesday, January 17, 2018	480	284	6
SO45280	Monday, February 5, 2018	102	284	6
SO45306	Friday, February 16, 2018	336	284	6
SO45315	Saturday, February 17, 2018	354	284	6
SO45525	Monday, March 5, 2018	631	284	6
SO45545	Tuesday, March 13, 2018	156	284	6
SO45553	Friday, March 16, 2018	588	284	6
SO45797	Saturday, April 14, 2018	679	284	6
SO45800	Monday, April 16, 2018	480	284	6
SO46029	Wednesday, May 2, 2018	210	284	6
SO46038	Sunday, May 6, 2018	102	284	6
SO46064	Friday, May 18, 2018	336	284	6
SO46072	Saturday, May 19, 2018	354	284	6
SO46331	Sunday, June 3, 2018	631	284	6
SO46351	Tuesday, June 12, 2018	156	284	6
SO46352	Wednesday, June 13, 2018	498	284	6
SO46360	Sunday, June 17, 2018	588	284	6
SO46639	Sunday, July 15, 2018	480	284	6
SO46936	Thursday, August 2, 2018	210	284	6
SO46951	Monday, August 6, 2018	102	284	6
SO46953	Monday, August 6, 2018	12	284	6
SO46997	Friday, August 17, 2018	336	284	6
SO47008	Monday, August 20, 2018	426	284	6
SO47012	Tuesday, August 21, 2018	66	284	6
SO47014	Tuesday, August 21, 2018	354	284	6
SO47015	Tuesday, August 21, 2018	444	284	6
SO47357	Monday, September 3, 2018	613	284	6
SO47358	Monday, September 3, 2018	637	284	6
SO47381	Sunday, September 9, 2018	30	284	6
SO47389	Tuesday, September 11, 2018	300	284	6
SO47397	Thursday, September 13, 2018	156	284	6
SO47399	Thursday, September 13, 2018	685	284	6
SO47413	Sunday, September 16, 2018	588	284	6
SO47690	Friday, October 12, 2018	480	284	6
SO47966	Friday, November 2, 2018	210	284	6
SO47978	Sunday, November 4, 2018	102	284	6
SO47980	Sunday, November 4, 2018	12	284	6
SO48023	Thursday, November 15, 2018	336	284	6
SO48033	Friday, November 16, 2018	426	284	6
SO48036	Friday, November 16, 2018	66	284	6
SO48038	Saturday, November 17, 2018	444	284	6
SO48039	Saturday, November 17, 2018	661	284	6
SO48300	Wednesday, December 5, 2018	637	284	6
SO48324	Thursday, December 13, 2018	30	284	6
SO48331	Saturday, December 15, 2018	300	284	6
SO48338	Sunday, December 16, 2018	156	284	6
SO48340	Monday, December 17, 2018	685	284	6
SO48351	Thursday, December 20, 2018	588	284	6
SO48762	Friday, January 18, 2019	480	284	6
SO49045	Saturday, February 2, 2019	210	284	6
SO49066	Wednesday, February 6, 2019	426	284	6
SO49069	Wednesday, February 6, 2019	66	284	6
SO49071	Wednesday, February 6, 2019	661	284	6
SO49072	Thursday, February 7, 2019	354	284	6
SO49073	Thursday, February 7, 2019	444	284	6
SO49100	Tuesday, February 12, 2019	12	284	6
SO49103	Wednesday, February 13, 2019	102	284	6
SO49106	Thursday, February 14, 2019	336	284	6
SO49451	Monday, March 4, 2019	613	284	6
SO49468	Thursday, March 7, 2019	588	284	6
SO49511	Wednesday, March 20, 2019	156	284	6
SO49513	Thursday, March 21, 2019	685	284	6
SO49839	Sunday, April 7, 2019	480	284	6
SO50192	Wednesday, May 1, 2019	210	284	6
SO50199	Thursday, May 2, 2019	102	284	6
SO50203	Saturday, May 4, 2019	12	284	6
SO50229	Friday, May 10, 2019	570	284	6
SO50232	Saturday, May 11, 2019	336	284	6
SO50242	Monday, May 13, 2019	426	284	6
SO50245	Tuesday, May 14, 2019	66	284	6
SO50248	Wednesday, May 15, 2019	354	284	6
SO50250	Wednesday, May 15, 2019	444	284	6
SO50666	Monday, June 3, 2019	637	284	6
SO50685	Saturday, June 8, 2019	156	284	6
SO50687	Sunday, June 9, 2019	685	284	6
SO50699	Thursday, June 13, 2019	588	284	6
SO51113	Saturday, July 13, 2019	120	284	6
SO51116	Sunday, July 14, 2019	480	284	6
SO51698	Friday, August 2, 2019	210	284	6
SO51703	Saturday, August 3, 2019	12	284	6
SO51704	Saturday, August 3, 2019	264	284	6
SO51755	Tuesday, August 13, 2019	336	284	6
SO51769	Thursday, August 15, 2019	426	284	6
SO51791	Sunday, August 18, 2019	552	284	6
SO51843	Monday, August 26, 2019	444	284	6
SO51847	Tuesday, August 27, 2019	661	284	6
SO53477	Friday, September 6, 2019	282	284	6
SO53483	Saturday, September 7, 2019	408	284	6
SO53488	Sunday, September 8, 2019	30	284	6
SO53508	Wednesday, September 11, 2019	48	284	6
SO53509	Wednesday, September 11, 2019	156	284	6
SO53510	Wednesday, September 11, 2019	685	284	6
SO53542	Wednesday, September 18, 2019	613	284	6
SO53553	Thursday, September 19, 2019	228	284	6
SO53572	Monday, September 23, 2019	372	284	6
SO55263	Thursday, October 10, 2019	120	284	6
SO55266	Friday, October 11, 2019	480	284	6
SO57016	Friday, November 1, 2019	210	284	6
SO57023	Saturday, November 2, 2019	12	284	6
SO57024	Sunday, November 3, 2019	264	284	6
SO57070	Saturday, November 9, 2019	336	284	6
SO57082	Monday, November 11, 2019	426	284	6
SO57097	Friday, November 15, 2019	552	284	6
SO57103	Friday, November 15, 2019	138	284	6
SO57152	Saturday, November 23, 2019	661	284	6
SO57155	Sunday, November 24, 2019	444	284	6
SO58925	Tuesday, December 3, 2019	282	284	6
SO58932	Wednesday, December 4, 2019	408	284	6
SO58953	Monday, December 9, 2019	156	284	6
SO58956	Tuesday, December 10, 2019	48	284	6
SO58957	Tuesday, December 10, 2019	685	284	6
SO58978	Friday, December 13, 2019	613	284	6
SO58985	Saturday, December 14, 2019	637	284	6
SO59022	Thursday, December 19, 2019	372	284	6
SO61215	Wednesday, January 15, 2020	480	284	6
SO61232	Tuesday, January 21, 2020	120	284	6
SO63127	Sunday, February 2, 2020	210	284	6
SO63134	Monday, February 3, 2020	138	284	6
SO63136	Monday, February 3, 2020	552	284	6
SO63140	Tuesday, February 4, 2020	264	284	6
SO63176	Tuesday, February 11, 2020	426	284	6
SO63178	Tuesday, February 11, 2020	444	284	6
SO63197	Sunday, February 16, 2020	570	284	6
SO63237	Friday, February 21, 2020	336	284	6
SO63269	Tuesday, February 25, 2020	661	284	6
SO65189	Saturday, March 7, 2020	408	284	6
SO65218	Wednesday, March 11, 2020	282	284	6
SO65235	Monday, March 16, 2020	685	284	6
SO65243	Wednesday, March 18, 2020	48	284	6
SO65251	Thursday, March 19, 2020	156	284	6
SO67288	Sunday, April 12, 2020	480	284	6
SO69396	Saturday, May 2, 2020	210	284	6
SO69399	Sunday, May 3, 2020	264	284	6
SO69401	Sunday, May 3, 2020	12	284	6
SO69448	Sunday, May 10, 2020	336	284	6
SO69460	Tuesday, May 12, 2020	426	284	6
SO69479	Friday, May 15, 2020	552	284	6
SO69482	Saturday, May 16, 2020	138	284	6
SO69538	Wednesday, May 27, 2020	444	284	6
SO69541	Thursday, May 28, 2020	661	284	6
SO43898	Saturday, August 26, 2017	84	284	6
SO44547	Monday, November 20, 2017	84	284	6
SO45323	Monday, February 19, 2018	84	284	6
SO46086	Thursday, May 24, 2018	84	284	6
SO47037	Saturday, August 25, 2018	84	284	6
SO48059	Wednesday, November 21, 2018	84	284	6
SO49140	Friday, February 22, 2019	84	284	6
SO50284	Wednesday, May 22, 2019	84	284	6
SO51839	Sunday, August 25, 2019	84	284	6
SO57122	Monday, November 18, 2019	84	284	6
SO63239	Friday, February 21, 2020	84	284	6
SO69522	Saturday, May 23, 2020	84	284	6
SO46607	Monday, July 2, 2018	227	291	6
SO46614	Thursday, July 5, 2018	299	291	6
SO46616	Friday, July 6, 2018	514	291	6
SO46622	Sunday, July 8, 2018	119	291	6
SO46645	Tuesday, July 17, 2018	245	291	6
SO46658	Saturday, July 21, 2018	425	291	6
SO46930	Wednesday, August 1, 2018	65	291	6
SO46932	Wednesday, August 1, 2018	353	291	6
SO46938	Thursday, August 2, 2018	653	291	6
SO46950	Monday, August 6, 2018	101	291	6
SO46955	Tuesday, August 7, 2018	389	291	6
SO46959	Tuesday, August 7, 2018	533	291	6
SO46984	Tuesday, August 14, 2018	677	291	6
SO47000	Saturday, August 18, 2018	335	291	6
SO47003	Sunday, August 19, 2018	280	291	6
SO47013	Tuesday, August 21, 2018	317	291	6
SO47031	Friday, August 24, 2018	352	291	6
SO47047	Sunday, August 26, 2018	226	291	6
SO47354	Sunday, September 2, 2018	173	291	6
SO47362	Tuesday, September 4, 2018	47	291	6
SO47365	Tuesday, September 4, 2018	678	291	6
SO47366	Wednesday, September 5, 2018	155	291	6
SO47383	Sunday, September 9, 2018	550	291	6
SO47396	Thursday, September 13, 2018	586	291	6
SO47398	Thursday, September 13, 2018	461	291	6
SO47411	Sunday, September 16, 2018	10	291	6
SO47415	Monday, September 17, 2018	262	291	6
SO47663	Tuesday, October 2, 2018	227	291	6
SO47668	Thursday, October 4, 2018	299	291	6
SO47670	Thursday, October 4, 2018	514	291	6
SO47673	Thursday, October 4, 2018	119	291	6
SO47696	Wednesday, October 17, 2018	245	291	6
SO47709	Tuesday, October 23, 2018	425	291	6
SO47960	Thursday, November 1, 2018	65	291	6
SO47963	Thursday, November 1, 2018	353	291	6
SO47967	Friday, November 2, 2018	653	291	6
SO47977	Sunday, November 4, 2018	208	291	6
SO47979	Sunday, November 4, 2018	101	291	6
SO47988	Tuesday, November 6, 2018	533	291	6
SO48025	Thursday, November 15, 2018	335	291	6
SO48030	Friday, November 16, 2018	280	291	6
SO48037	Saturday, November 17, 2018	317	291	6
SO48053	Tuesday, November 20, 2018	352	291	6
SO48072	Monday, November 26, 2018	226	291	6
SO48296	Tuesday, December 4, 2018	173	291	6
SO48304	Thursday, December 6, 2018	47	291	6
SO48306	Friday, December 7, 2018	678	291	6
SO48307	Friday, December 7, 2018	155	291	6
SO48320	Wednesday, December 12, 2018	424	291	6
SO48323	Thursday, December 13, 2018	550	291	6
SO48339	Sunday, December 16, 2018	461	291	6
SO48350	Thursday, December 20, 2018	10	291	6
SO48352	Thursday, December 20, 2018	701	291	6
SO48744	Thursday, January 10, 2019	245	291	6
SO48750	Sunday, January 13, 2019	514	291	6
SO48761	Friday, January 18, 2019	299	291	6
SO48764	Saturday, January 19, 2019	227	291	6
SO48768	Sunday, January 20, 2019	119	291	6
SO49039	Friday, February 1, 2019	65	291	6
SO49041	Friday, February 1, 2019	353	291	6
SO49049	Sunday, February 3, 2019	389	291	6
SO49052	Sunday, February 3, 2019	533	291	6
SO49070	Wednesday, February 6, 2019	317	291	6
SO49085	Saturday, February 9, 2019	653	291	6
SO49120	Monday, February 18, 2019	335	291	6
SO49138	Friday, February 22, 2019	352	291	6
SO49153	Tuesday, February 26, 2019	226	291	6
SO49459	Tuesday, March 5, 2019	406	291	6
SO49467	Thursday, March 7, 2019	10	291	6
SO49480	Monday, March 11, 2019	173	291	6
SO49482	Monday, March 11, 2019	586	291	6
SO49485	Tuesday, March 12, 2019	155	291	6
SO49496	Saturday, March 16, 2019	461	291	6
SO49501	Monday, March 18, 2019	678	291	6
SO49519	Saturday, March 23, 2019	424	291	6
SO49827	Wednesday, April 3, 2019	299	291	6
SO49828	Wednesday, April 3, 2019	514	291	6
SO49848	Friday, April 12, 2019	245	291	6
SO49856	Sunday, April 14, 2019	227	291	6
SO49860	Tuesday, April 16, 2019	119	291	6
SO49871	Sunday, April 21, 2019	425	291	6
SO50195	Thursday, May 2, 2019	653	291	6
SO50197	Thursday, May 2, 2019	208	291	6
SO50200	Thursday, May 2, 2019	101	291	6
SO50202	Friday, May 3, 2019	389	291	6
SO50204	Saturday, May 4, 2019	533	291	6
SO50246	Wednesday, May 15, 2019	317	291	6
SO50261	Saturday, May 18, 2019	65	291	6
SO50262	Sunday, May 19, 2019	353	291	6
SO50268	Monday, May 20, 2019	191	291	6
SO50295	Saturday, May 25, 2019	352	291	6
SO50664	Sunday, June 2, 2019	173	291	6
SO50668	Wednesday, June 5, 2019	678	291	6
SO50684	Saturday, June 8, 2019	586	291	6
SO50689	Tuesday, June 11, 2019	461	291	6
SO50694	Wednesday, June 12, 2019	155	291	6
SO50698	Wednesday, June 12, 2019	10	291	6
SO50700	Thursday, June 13, 2019	262	291	6
SO50709	Sunday, June 16, 2019	551	291	6
SO51092	Thursday, July 4, 2019	299	291	6
SO51096	Friday, July 5, 2019	514	291	6
SO51100	Saturday, July 6, 2019	119	291	6
SO51124	Monday, July 15, 2019	245	291	6
SO51132	Wednesday, July 17, 2019	227	291	6
SO51156	Thursday, July 25, 2019	425	291	6
SO51694	Friday, August 2, 2019	353	291	6
SO51699	Friday, August 2, 2019	64	291	6
SO51700	Saturday, August 3, 2019	101	291	6
SO51740	Saturday, August 10, 2019	677	291	6
SO51757	Tuesday, August 13, 2019	316	291	6
SO51766	Thursday, August 15, 2019	280	291	6
SO51772	Friday, August 16, 2019	317	291	6
SO51781	Saturday, August 17, 2019	65	291	6
SO51818	Thursday, August 22, 2019	100	291	6
SO51832	Saturday, August 24, 2019	352	291	6
SO51850	Tuesday, August 27, 2019	263	291	6
SO51851	Wednesday, August 28, 2019	629	291	6
SO53456	Monday, September 2, 2019	173	291	6
SO53463	Tuesday, September 3, 2019	47	291	6
SO53464	Tuesday, September 3, 2019	155	291	6
SO53482	Saturday, September 7, 2019	424	291	6
SO53503	Tuesday, September 10, 2019	586	291	6
SO53507	Wednesday, September 11, 2019	407	291	6
SO53513	Thursday, September 12, 2019	281	291	6
SO53527	Saturday, September 14, 2019	10	291	6
SO53528	Sunday, September 15, 2019	190	291	6
SO53535	Monday, September 16, 2019	154	291	6
SO53543	Wednesday, September 18, 2019	551	291	6
SO53544	Wednesday, September 18, 2019	630	291	6
SO53545	Wednesday, September 18, 2019	550	291	6
SO53597	Thursday, September 26, 2019	460	291	6
SO53600	Thursday, September 26, 2019	262	291	6
SO55243	Friday, October 4, 2019	299	291	6
SO55245	Sunday, October 6, 2019	514	291	6
SO55275	Tuesday, October 15, 2019	245	291	6
SO55280	Tuesday, October 15, 2019	227	291	6
SO55287	Thursday, October 17, 2019	119	291	6
SO55308	Thursday, October 24, 2019	425	291	6
SO57013	Friday, November 1, 2019	353	291	6
SO57019	Saturday, November 2, 2019	64	291	6
SO57021	Saturday, November 2, 2019	28	291	6
SO57022	Saturday, November 2, 2019	101	291	6
SO57057	Friday, November 8, 2019	677	291	6
SO57079	Monday, November 11, 2019	280	291	6
SO57096	Friday, November 15, 2019	191	291	6
SO57120	Monday, November 18, 2019	352	291	6
SO57154	Sunday, November 24, 2019	263	291	6
SO57159	Sunday, November 24, 2019	629	291	6
SO57161	Monday, November 25, 2019	317	291	6
SO57188	Saturday, November 30, 2019	100	291	6
SO58911	Sunday, December 1, 2019	173	291	6
SO58913	Monday, December 2, 2019	47	291	6
SO58914	Monday, December 2, 2019	155	291	6
SO58918	Monday, December 2, 2019	678	291	6
SO58929	Tuesday, December 3, 2019	424	291	6
SO58958	Tuesday, December 10, 2019	281	291	6
SO58972	Friday, December 13, 2019	10	291	6
SO58980	Saturday, December 14, 2019	154	291	6
SO58994	Sunday, December 15, 2019	172	291	6
SO59003	Tuesday, December 17, 2019	550	291	6
SO59037	Sunday, December 22, 2019	262	291	6
SO59042	Monday, December 23, 2019	190	291	6
SO61179	Friday, January 3, 2020	227	291	6
SO61186	Sunday, January 5, 2020	514	291	6
SO61196	Wednesday, January 8, 2020	245	291	6
SO61204	Sunday, January 12, 2020	299	291	6
SO61222	Thursday, January 16, 2020	119	291	6
SO61250	Saturday, January 25, 2020	425	291	6
SO63120	Saturday, February 1, 2020	65	291	6
SO63121	Saturday, February 1, 2020	353	291	6
SO63128	Sunday, February 2, 2020	64	291	6
SO63139	Tuesday, February 4, 2020	28	291	6
SO63174	Tuesday, February 11, 2020	317	291	6
SO63177	Tuesday, February 11, 2020	263	291	6
SO63236	Friday, February 21, 2020	316	291	6
SO63266	Tuesday, February 25, 2020	352	291	6
SO63267	Tuesday, February 25, 2020	629	291	6
SO63290	Friday, February 28, 2020	100	291	6
SO65156	Monday, March 2, 2020	173	291	6
SO65163	Tuesday, March 3, 2020	154	291	6
SO65171	Wednesday, March 4, 2020	47	291	6
SO65173	Wednesday, March 4, 2020	155	291	6
SO65174	Thursday, March 5, 2020	678	291	6
SO65185	Friday, March 6, 2020	424	291	6
SO65206	Tuesday, March 10, 2020	10	291	6
SO65238	Monday, March 16, 2020	281	291	6
SO65264	Sunday, March 22, 2020	587	291	6
SO67268	Monday, April 6, 2020	299	291	6
SO67270	Monday, April 6, 2020	514	291	6
SO67272	Monday, April 6, 2020	119	291	6
SO67295	Tuesday, April 14, 2020	245	291	6
SO67304	Thursday, April 16, 2020	227	291	6
SO67319	Wednesday, April 22, 2020	425	291	6
SO69391	Friday, May 1, 2020	353	291	6
SO69397	Saturday, May 2, 2020	64	291	6
SO69400	Sunday, May 3, 2020	101	291	6
SO69432	Friday, May 8, 2020	677	291	6
SO69446	Sunday, May 10, 2020	316	291	6
SO69455	Tuesday, May 12, 2020	280	291	6
SO69520	Saturday, May 23, 2020	352	291	6
SO69537	Wednesday, May 27, 2020	629	291	6
SO69540	Thursday, May 28, 2020	263	291	6
SO69542	Thursday, May 28, 2020	317	291	6
SO69548	Friday, May 29, 2020	532	291	6
SO69560	Saturday, May 30, 2020	100	291	6
SO47359	Monday, September 3, 2018	118	291	6
SO48299	Wednesday, December 5, 2018	118	291	6
SO49484	Tuesday, March 12, 2019	118	291	6
SO50716	Tuesday, June 18, 2019	118	291	6
SO53536	Monday, September 16, 2019	118	291	6
SO58981	Saturday, December 14, 2019	118	291	6
SO65164	Tuesday, March 3, 2020	118	291	6
SO46940	Friday, August 3, 2018	479	291	6
SO47973	Saturday, November 3, 2018	479	291	6
SO49094	Monday, February 11, 2019	479	291	6
SO50265	Monday, May 20, 2019	479	291	6
SO51793	Monday, August 19, 2019	479	291	6
SO57093	Thursday, November 14, 2019	479	291	6
SO63132	Sunday, February 2, 2020	479	291	6
SO69478	Friday, May 15, 2020	479	291	6
SO47380	Saturday, September 8, 2018	497	291	6
SO48321	Wednesday, December 12, 2018	497	291	6
SO49507	Tuesday, March 19, 2019	497	291	6
SO50676	Thursday, June 6, 2019	497	291	6
SO53484	Saturday, September 7, 2019	497	291	6
SO58930	Wednesday, December 4, 2019	497	291	6
SO65188	Saturday, March 7, 2020	497	291	6
SO46657	Saturday, July 21, 2018	496	291	6
SO47708	Tuesday, October 23, 2018	496	291	6
SO48778	Thursday, January 24, 2019	496	291	6
SO49879	Thursday, April 25, 2019	496	291	6
SO51160	Sunday, July 28, 2019	496	291	6
SO55297	Tuesday, October 22, 2019	496	291	6
SO61248	Saturday, January 25, 2020	496	291	6
SO67316	Tuesday, April 21, 2020	496	291	6
SO46949	Monday, August 6, 2018	208	291	6
SO49048	Saturday, February 2, 2019	101	291	6
SO49517	Friday, March 22, 2019	550	291	6
SO50677	Thursday, June 6, 2019	550	291	6
SO46608	Tuesday, July 3, 2018	442	291	6
SO47662	Tuesday, October 2, 2018	442	291	6
SO48754	Monday, January 14, 2019	442	291	6
SO49855	Sunday, April 14, 2019	442	291	6
SO51130	Wednesday, July 17, 2019	442	291	6
SO55283	Wednesday, October 16, 2019	442	291	6
SO61177	Thursday, January 2, 2020	442	291	6
SO67302	Thursday, April 16, 2020	442	291	6
SO43665	Tuesday, July 4, 2017	146	289	1
SO45043	Thursday, January 4, 2018	146	289	1
SO45782	Wednesday, April 4, 2018	146	289	1
SO46611	Wednesday, July 4, 2018	146	289	1
SO47666	Wednesday, October 3, 2018	146	289	1
SO48757	Tuesday, January 15, 2019	146	289	1
SO49826	Wednesday, April 3, 2019	146	289	1
SO51089	Wednesday, July 3, 2019	146	289	1
SO55241	Friday, October 4, 2019	146	289	1
SO61182	Saturday, January 4, 2020	146	289	1
SO67266	Sunday, April 5, 2020	146	289	1
SO46957	Tuesday, August 7, 2018	236	289	1
SO47986	Monday, November 5, 2018	236	289	1
SO49053	Sunday, February 3, 2019	236	289	1
SO50206	Saturday, May 4, 2019	236	289	1
SO51711	Monday, August 5, 2019	236	289	1
SO57030	Monday, November 4, 2019	236	289	1
SO63149	Friday, February 7, 2020	236	289	1
SO69408	Monday, May 4, 2020	236	289	1
SO43917	Thursday, August 31, 2017	218	289	1
SO44570	Wednesday, November 29, 2017	218	289	1
SO45344	Wednesday, February 28, 2018	218	289	1
SO46105	Thursday, May 31, 2018	218	289	1
SO47066	Thursday, August 30, 2018	218	289	1
SO48087	Thursday, November 29, 2018	218	289	1
SO49167	Thursday, February 28, 2019	218	289	1
SO50321	Friday, May 31, 2019	218	289	1
SO43671	Sunday, July 9, 2017	200	289	1
SO43683	Wednesday, July 19, 2017	506	289	1
SO43848	Thursday, August 3, 2017	164	289	1
SO43909	Tuesday, August 29, 2017	326	289	1
SO44075	Monday, September 4, 2017	92	289	1
SO44078	Tuesday, September 5, 2017	272	289	1
SO44126	Tuesday, September 26, 2017	20	289	1
SO44291	Monday, October 9, 2017	578	289	1
SO44308	Friday, October 20, 2017	506	289	1
SO44312	Thursday, October 26, 2017	344	289	1
SO44489	Saturday, November 4, 2017	164	289	1
SO44561	Sunday, November 26, 2017	326	289	1
SO44743	Monday, December 4, 2017	272	289	1
SO44792	Thursday, December 28, 2017	20	289	1
SO44794	Friday, December 29, 2017	542	289	1
SO45049	Thursday, January 11, 2018	200	289	1
SO45050	Saturday, January 13, 2018	578	289	1
SO45064	Tuesday, January 23, 2018	506	289	1
SO45068	Sunday, January 28, 2018	344	289	1
SO45273	Friday, February 2, 2018	164	289	1
SO45336	Friday, February 23, 2018	326	289	1
SO45518	Friday, March 2, 2018	92	289	1
SO45521	Saturday, March 3, 2018	272	289	1
SO45789	Saturday, April 7, 2018	578	289	1
SO45804	Saturday, April 21, 2018	506	289	1
SO45808	Wednesday, April 25, 2018	344	289	1
SO46030	Wednesday, May 2, 2018	164	289	1
SO46098	Tuesday, May 29, 2018	326	289	1
SO46323	Friday, June 1, 2018	92	289	1
SO46327	Sunday, June 3, 2018	272	289	1
SO46379	Sunday, June 24, 2018	20	289	1
SO46381	Monday, June 25, 2018	542	289	1
SO46619	Saturday, July 7, 2018	200	289	1
SO46643	Monday, July 16, 2018	290	289	1
SO46649	Wednesday, July 18, 2018	380	289	1
SO46976	Saturday, August 11, 2018	2	289	1
SO47005	Sunday, August 19, 2018	645	289	1
SO47036	Saturday, August 25, 2018	596	289	1
SO47443	Wednesday, September 26, 2018	20	289	1
SO47665	Wednesday, October 3, 2018	398	289	1
SO47688	Wednesday, October 10, 2018	434	289	1
SO47694	Tuesday, October 16, 2018	290	289	1
SO47701	Saturday, October 20, 2018	380	289	1
SO47997	Thursday, November 8, 2018	2	289	1
SO48060	Wednesday, November 21, 2018	669	289	1
SO48078	Tuesday, November 27, 2018	326	289	1
SO48289	Saturday, December 1, 2018	128	289	1
SO48294	Tuesday, December 4, 2018	272	289	1
SO48381	Friday, December 28, 2018	20	289	1
SO48387	Friday, December 28, 2018	488	289	1
SO48741	Wednesday, January 9, 2019	290	289	1
SO49054	Monday, February 4, 2019	2	289	1
SO49449	Sunday, March 3, 2019	272	289	1
SO49844	Thursday, April 11, 2019	290	289	1
SO49850	Friday, April 12, 2019	380	289	1
SO49866	Thursday, April 18, 2019	200	289	1
SO49883	Friday, April 26, 2019	344	289	1
